Name,Owner,Stars,Forks,Last Updated,License,URL
unilm,microsoft,20903,2607,2025-03-04T00:17:39Z,MIT License,https://github.com/microsoft/unilm
matplotlib,matplotlib,20875,7793,2025-03-14T08:38:45Z,N/A,https://github.com/matplotlib/matplotlib
calibre,kovidgoyal,20821,2321,2025-03-14T16:04:06Z,GNU General Public License v3.0,https://github.com/kovidgoyal/calibre
flux,black-forest-labs,20819,1465,2025-02-06T21:48:49Z,Apache License 2.0,https://github.com/black-forest-labs/flux
MediaCrawler,NanmiCoder,20763,6060,2025-03-13T07:08:04Z,Other,https://github.com/NanmiCoder/MediaCrawler
agno,agno-agi,20748,2751,2025-03-14T18:01:19Z,Mozilla Public License 2.0,https://github.com/agno-agi/agno
OCRmyPDF,ocrmypdf,20652,1332,2025-02-27T00:39:38Z,Mozilla Public License 2.0,https://github.com/ocrmypdf/OCRmyPDF
IOPaint,Sanster,20626,2099,2024-11-23T14:58:01Z,Apache License 2.0,https://github.com/Sanster/IOPaint
localGPT,PromtEngineer,20373,2267,2025-03-02T02:42:51Z,Apache License 2.0,https://github.com/PromtEngineer/localGPT
mlc-llm,mlc-ai,20191,1686,2025-03-11T00:59:05Z,Apache License 2.0,https://github.com/mlc-ai/mlc-llm
gpt-researcher,assafelovic,20106,2574,2025-03-14T10:45:53Z,Apache License 2.0,https://github.com/assafelovic/gpt-researcher
mkdocs,mkdocs,20079,2468,2025-02-21T14:12:16Z,"BSD 2-Clause ""Simplified"" License",https://github.com/mkdocs/mkdocs
fish-speech,fishaudio,19994,1554,2025-03-03T18:44:04Z,Apache License 2.0,https://github.com/fishaudio/fish-speech
recommenders,recommenders-team,19914,3172,2025-03-10T14:53:08Z,MIT License,https://github.com/recommenders-team/recommenders
ultimatevocalremovergui,Anjok07,19817,1456,2025-03-13T21:44:03Z,MIT License,https://github.com/Anjok07/ultimatevocalremovergui
datasets,huggingface,19790,2788,2025-03-14T16:48:30Z,Apache License 2.0,https://github.com/huggingface/datasets
haystack,deepset-ai,19788,2095,2025-03-14T17:06:52Z,Apache License 2.0,https://github.com/deepset-ai/haystack
mlflow,mlflow,19761,4395,2025-03-14T14:00:28Z,Apache License 2.0,https://github.com/mlflow/mlflow
rasa,RasaHQ,19650,4720,2025-03-11T23:50:17Z,Apache License 2.0,https://github.com/RasaHQ/rasa
awesome-quant,wilsonfreitas,19581,2756,2025-03-14T01:29:59Z,N/A,https://github.com/wilsonfreitas/awesome-quant
awesome-llm-apps,Shubhamsaboo,19581,2276,2025-03-11T23:20:55Z,Apache License 2.0,https://github.com/Shubhamsaboo/awesome-llm-apps
awesome-free-chatgpt,LiLittleCat,19550,1355,2025-03-05T12:56:27Z,MIT License,https://github.com/LiLittleCat/awesome-free-chatgpt
magenta,magenta,19391,3772,2025-01-17T12:10:25Z,Apache License 2.0,https://github.com/magenta/magenta
learn_python3_spider,wistbean,19306,3815,2024-07-29T07:44:38Z,MIT License,https://github.com/wistbean/learn_python3_spider
swarm,openai,19275,2055,2025-03-11T17:27:22Z,MIT License,https://github.com/openai/swarm
spotify-downloader,spotDL,19162,1722,2025-02-28T02:38:19Z,MIT License,https://github.com/spotDL/spotify-downloader
nginx-proxy,nginx-proxy,19126,3046,2025-03-10T22:55:06Z,MIT License,https://github.com/nginx-proxy/nginx-proxy
mypy,python,19059,2890,2025-03-14T15:00:39Z,Other,https://github.com/python/mypy
devika,stitionai,19053,2505,2024-09-19T16:11:25Z,MIT License,https://github.com/stitionai/devika
litellm,BerriAI,18971,2353,2025-03-14T17:42:23Z,Other,https://github.com/BerriAI/litellm
prophet,facebook,18970,4575,2024-10-28T18:51:40Z,MIT License,https://github.com/facebook/prophet
MiniCPM-o,OpenBMB,18968,1364,2025-03-03T11:54:55Z,Apache License 2.0,https://github.com/OpenBMB/MiniCPM-o
wagtail,wagtail,18893,4032,2025-03-13T14:40:15Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/wagtail/wagtail
mihomo,MetaCubeX,18879,2865,2025-03-14T05:23:13Z,MIT License,https://github.com/MetaCubeX/mihomo
ha_xiaomi_home,XiaoMi,18878,943,2025-03-14T00:49:36Z,Other,https://github.com/XiaoMi/ha_xiaomi_home
Ciphey,bee-san,18818,1206,2025-03-05T03:09:03Z,MIT License,https://github.com/bee-san/Ciphey
ChatPaper,kaixindelele,18785,1950,2024-04-04T02:45:02Z,Other,https://github.com/kaixindelele/ChatPaper
Chinese-LLaMA-Alpaca,ymcui,18747,1891,2024-04-30T04:28:38Z,Apache License 2.0,https://github.com/ymcui/Chinese-LLaMA-Alpaca
PDFMathTranslate,Byaidu,18694,1539,2025-03-13T14:42:06Z,GNU Affero General Public License v3.0,https://github.com/Byaidu/PDFMathTranslate
onnx,onnx,18623,3721,2025-03-14T15:30:45Z,Apache License 2.0,https://github.com/onnx/onnx
Scrapegraph-ai,ScrapeGraphAI,18612,1574,2025-03-13T21:33:05Z,MIT License,https://github.com/ScrapeGraphAI/Scrapegraph-ai
prefect,PrefectHQ,18604,1737,2025-03-14T18:01:23Z,Apache License 2.0,https://github.com/PrefectHQ/prefect
python-spider,Jack-Cherish,18602,5984,2024-08-19T07:32:03Z,N/A,https://github.com/Jack-Cherish/python-spider
rembg,danielgatis,18286,1966,2025-03-10T19:23:46Z,MIT License,https://github.com/danielgatis/rembg
sanic,sanic-org,18278,1563,2025-03-05T13:36:15Z,MIT License,https://github.com/sanic-org/sanic
inter,rsms,18275,409,2024-11-19T03:16:13Z,SIL Open Font License 1.1,https://github.com/rsms/inter
zipline,quantopian,18241,4795,2024-02-13T08:02:51Z,Apache License 2.0,https://github.com/quantopian/zipline
pyscript,pyscript,18241,1461,2025-03-11T12:03:34Z,Apache License 2.0,https://github.com/pyscript/pyscript
DeOldify,jantic,18228,2610,2024-10-19T17:17:35Z,MIT License,https://github.com/jantic/DeOldify
deepface,serengil,18174,2514,2025-03-14T16:42:30Z,MIT License,https://github.com/serengil/deepface
luigi,spotify,18156,2414,2025-02-01T21:38:48Z,Apache License 2.0,https://github.com/spotify/luigi
faker,joke2k,18097,1968,2025-03-07T15:39:41Z,MIT License,https://github.com/joke2k/faker
kivy,kivy,18094,3093,2025-03-13T06:47:19Z,MIT License,https://github.com/kivy/kivy
WSL,microsoft,18023,868,2025-03-12T23:28:33Z,MIT License,https://github.com/microsoft/WSL
game-programmer,miloyip,17955,2063,2024-03-28T01:05:23Z,N/A,https://github.com/miloyip/game-programmer
pandas-ai,sinaptik-ai,17950,1681,2025-03-14T17:42:34Z,Other,https://github.com/sinaptik-ai/pandas-ai
taipy,Avaiga,17880,1879,2025-03-14T10:29:28Z,Apache License 2.0,https://github.com/Avaiga/taipy
peft,huggingface,17757,1777,2025-03-14T13:17:32Z,Apache License 2.0,https://github.com/huggingface/peft
airbyte,airbytehq,17515,4378,2025-03-14T18:08:14Z,Other,https://github.com/airbytehq/airbyte
voice-changer,w-okada,17453,1914,2025-02-15T16:26:15Z,Other,https://github.com/w-okada/voice-changer
sd-webui-controlnet,Mikubill,17440,1999,2024-08-12T13:06:00Z,GNU General Public License v3.0,https://github.com/Mikubill/sd-webui-controlnet
Qwen,QwenLM,17421,1442,2025-02-25T15:27:19Z,Apache License 2.0,https://github.com/QwenLM/Qwen
searxng,searxng,17410,1757,2025-03-14T07:23:00Z,GNU Affero General Public License v3.0,https://github.com/searxng/searxng
awesome-oss-alternatives,RunaCapital,17338,935,2024-12-26T13:42:38Z,MIT License,https://github.com/RunaCapital/awesome-oss-alternatives
DeepFaceLab,iperov,17267,272,2024-11-13T19:29:05Z,GNU General Public License v3.0,https://github.com/iperov/DeepFaceLab
ml-stable-diffusion,apple,17202,972,2025-01-23T16:28:43Z,MIT License,https://github.com/apple/ml-stable-diffusion
InstaPy,InstaPy,17131,3801,2025-03-03T17:10:09Z,GNU General Public License v3.0,https://github.com/InstaPy/InstaPy
netbox,netbox-community,17072,2666,2025-03-14T18:08:16Z,Apache License 2.0,https://github.com/netbox-community/netbox
qlib,microsoft,16952,2853,2025-03-12T06:11:54Z,MIT License,https://github.com/microsoft/qlib
plotly.py,plotly,16852,2613,2025-03-14T17:17:38Z,MIT License,https://github.com/plotly/plotly.py
PyTorch-GAN,eriklindernoren,16829,4106,2024-06-18T07:08:31Z,MIT License,https://github.com/eriklindernoren/PyTorch-GAN
ai-hedge-fund,virattt,16786,2919,2025-03-10T10:46:39Z,MIT License,https://github.com/virattt/ai-hedge-fund
surya,VikParuchuri,16762,1093,2025-03-14T14:42:34Z,GNU General Public License v3.0,https://github.com/VikParuchuri/surya
learn-python,trekhleb,16729,2744,2024-08-06T12:42:59Z,MIT License,https://github.com/trekhleb/learn-python
Janus,deepseek-ai,16715,2198,2025-02-01T07:58:29Z,MIT License,https://github.com/deepseek-ai/Janus
CodeFormer,sczhou,16705,3483,2024-10-09T20:31:41Z,Other,https://github.com/sczhou/CodeFormer
vision,pytorch,16656,7020,2025-03-14T18:05:06Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/pytorch/vision
typer,fastapi,16607,714,2025-03-14T10:42:10Z,MIT License,https://github.com/fastapi/typer
pyspider,binux,16553,3687,2024-04-30T19:43:29Z,Apache License 2.0,https://github.com/binux/pyspider
neural-networks-and-deep-learning,mnielsen,16492,6739,2024-06-02T11:18:37Z,N/A,https://github.com/mnielsen/neural-networks-and-deep-learning
autojump,wting,16458,710,2025-02-27T16:03:23Z,Other,https://github.com/wting/autojump
PySnooper,cool-RR,16444,951,2024-09-09T07:41:37Z,MIT License,https://github.com/cool-RR/PySnooper
ipython,ipython,16421,4448,2025-03-12T11:41:43Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/ipython/ipython
avatarify-python,alievk,16409,4230,2024-08-30T23:48:03Z,Other,https://github.com/alievk/avatarify-python
backtrader,mementum,16359,4232,2024-08-19T17:47:36Z,GNU General Public License v3.0,https://github.com/mementum/backtrader
flash-attention,Dao-AILab,16298,1542,2025-03-14T04:38:34Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/Dao-AILab/flash-attention
GHunt,mxrch,16265,1373,2025-02-05T15:33:39Z,Other,https://github.com/mxrch/GHunt
codellama,meta-llama,16241,1901,2024-08-12T12:49:54Z,Other,https://github.com/meta-llama/codellama
sentence-transformers,UKPLab,16213,2563,2025-03-10T11:40:27Z,Apache License 2.0,https://github.com/UKPLab/sentence-transformers
yfinance,ranaroussi,16213,2579,2025-03-12T18:29:02Z,Apache License 2.0,https://github.com/ranaroussi/yfinance
click,pallets,16147,1423,2025-02-28T19:30:57Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/pallets/click
baselines,openai,16117,4890,2024-08-01T21:31:33Z,MIT License,https://github.com/openai/baselines
gaussian-splatting,graphdeco-inria,16063,2186,2024-10-30T13:58:31Z,Other,https://github.com/graphdeco-inria/gaussian-splatting
SuperAGI,TransformerOptimus,16051,1934,2025-01-22T22:14:07Z,MIT License,https://github.com/TransformerOptimus/SuperAGI
minimind,jingyaogong,16025,1759,2025-02-23T12:07:37Z,Apache License 2.0,https://github.com/jingyaogong/minimind
ranger,ranger,15978,900,2025-03-12T15:04:22Z,GNU General Public License v3.0,https://github.com/ranger/ranger
github-trends,avgupta456,15977,109,2025-01-25T12:51:50Z,MIT License,https://github.com/avgupta456/github-trends
gensim,piskvorky,15898,4389,2025-02-14T14:36:48Z,GNU Lesser General Public License v2.1,https://github.com/piskvorky/gensim
aws-cli,aws,15896,4222,2025-03-14T17:55:01Z,Other,https://github.com/aws/aws-cli
ChatGLM2-6B,THUDM,15753,1853,2024-06-27T04:05:08Z,Other,https://github.com/THUDM/ChatGLM2-6B
evals,openai,15711,2674,2024-12-18T22:09:47Z,Other,https://github.com/openai/evals
RagaAI-Catalyst,raga-ai-hub,15673,3827,2025-03-11T10:37:32Z,Apache License 2.0,https://github.com/raga-ai-hub/RagaAI-Catalyst
networkx,networkx,15491,3305,2025-03-14T00:32:48Z,Other,https://github.com/networkx/networkx
aiohttp,aio-libs,15487,2067,2025-03-14T10:53:28Z,Other,https://github.com/aio-libs/aiohttp
DB-GPT,eosphoros-ai,15476,2087,2025-03-14T12:48:00Z,MIT License,https://github.com/eosphoros-ai/DB-GPT
codon,exaloop,15470,527,2025-03-05T20:46:51Z,Apache License 2.0,https://github.com/exaloop/codon
sqlmodel,fastapi,15396,703,2025-03-10T17:28:25Z,MIT License,https://github.com/fastapi/sqlmodel
ChuanhuChatGPT,GaiZhenbiao,15390,2292,2025-03-13T09:36:38Z,GNU General Public License v3.0,https://github.com/GaiZhenbiao/ChuanhuChatGPT
SMSBoom,OpenEthan,15358,3669,2024-03-20T03:30:32Z,Apache License 2.0,https://github.com/OpenEthan/SMSBoom
letta,letta-ai,15315,1598,2025-03-14T16:22:34Z,Apache License 2.0,https://github.com/letta-ai/letta
authentik,goauthentik,15255,1028,2025-03-14T18:07:07Z,Other,https://github.com/goauthentik/authentik
discord.py,Rapptz,15210,3809,2025-03-10T18:05:16Z,MIT License,https://github.com/Rapptz/discord.py
pyecharts,pyecharts,15162,2860,2025-03-10T02:44:04Z,MIT License,https://github.com/pyecharts/pyecharts
HivisionIDPhotos,Zeyi-Lin,15130,1601,2025-02-21T03:05:29Z,Apache License 2.0,https://github.com/Zeyi-Lin/HivisionIDPhotos
YYeTsBot,tgbot-collection,15074,1840,2025-03-13T00:35:43Z,MIT License,https://github.com/tgbot-collection/YYeTsBot
jupyter,jupyter,15048,4201,2025-02-22T02:19:38Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/jupyter/jupyter
fabric,fabric,15044,1943,2024-04-03T00:10:27Z,"BSD 2-Clause ""Simplified"" License",https://github.com/fabric/fabric
SWE-agent,SWE-agent,14949,1517,2025-03-14T17:40:43Z,MIT License,https://github.com/SWE-agent/SWE-agent
maigret,soxoj,14894,1007,2025-03-14T06:18:18Z,MIT License,https://github.com/soxoj/maigret
mackup,lra,14804,938,2025-01-16T19:02:32Z,GNU General Public License v3.0,https://github.com/lra/mackup
faster-whisper,SYSTRAN,14778,1248,2025-01-01T14:45:17Z,MIT License,https://github.com/SYSTRAN/faster-whisper
smolagents,huggingface,14760,1294,2025-03-14T13:05:45Z,Apache License 2.0,https://github.com/huggingface/smolagents
DeDRM_tools,apprenticeharper,14734,1542,2024-08-20T20:39:46Z,N/A,https://github.com/apprenticeharper/DeDRM_tools
albumentations,albumentations-team,14686,1675,2025-03-12T15:33:18Z,MIT License,https://github.com/albumentations-team/albumentations
fauxpilot,fauxpilot,14684,632,2024-04-09T08:42:23Z,MIT License,https://github.com/fauxpilot/fauxpilot
kirara-ai,lss233,14560,1644,2025-03-14T16:42:21Z,GNU Affero General Public License v3.0,https://github.com/lss233/kirara-ai
py12306,pjialin,14557,3585,2024-05-10T10:02:48Z,Apache License 2.0,https://github.com/pjialin/py12306
imgaug,aleju,14528,2456,2024-07-30T01:38:33Z,MIT License,https://github.com/aleju/imgaug
MaxKB,1Panel-dev,14490,1928,2025-03-14T11:06:05Z,GNU General Public License v3.0,https://github.com/1Panel-dev/MaxKB
Llama-Chinese,LlamaFamily,14482,1295,2024-09-05T13:50:43Z,N/A,https://github.com/LlamaFamily/Llama-Chinese
powerline,powerline,14477,998,2024-09-30T00:48:39Z,Other,https://github.com/powerline/powerline
Swin-Transformer,microsoft,14450,2101,2024-07-24T17:09:57Z,MIT License,https://github.com/microsoft/Swin-Transformer
whisperX,m-bain,14433,1572,2025-03-05T17:52:14Z,"BSD 2-Clause ""Simplified"" License",https://github.com/m-bain/whisperX
horovod,horovod,14421,2255,2025-02-01T10:46:59Z,Other,https://github.com/horovod/horovod
awx,ansible,14411,3484,2025-03-14T17:27:42Z,Other,https://github.com/ansible/awx
salt,saltstack,14407,5518,2025-03-13T01:25:41Z,Apache License 2.0,https://github.com/saltstack/salt
pygwalker,Kanaries,14387,762,2025-03-05T08:46:47Z,Apache License 2.0,https://github.com/Kanaries/pygwalker
mailinabox,mail-in-a-box,14331,1469,2025-02-17T21:50:15Z,Creative Commons Zero v1.0 Universal,https://github.com/mail-in-a-box/mailinabox
LivePortrait,KwaiVGI,14317,1541,2025-02-28T13:56:41Z,Other,https://github.com/KwaiVGI/LivePortrait
stylegan,NVlabs,14264,3189,2024-04-10T08:30:29Z,Other,https://github.com/NVlabs/stylegan
dvc,iterative,14253,1207,2025-03-07T02:21:16Z,Apache License 2.0,https://github.com/iterative/dvc
ChatterBot,gunthercox,14245,4464,2025-03-10T11:46:52Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/gunthercox/ChatterBot
mamba,state-spaces,14230,1242,2025-01-18T04:25:57Z,Apache License 2.0,https://github.com/state-spaces/mamba
iptv-api,Guovin,14180,3878,2025-03-14T10:28:51Z,MIT License,https://github.com/Guovin/iptv-api
nni,microsoft,14143,1821,2024-07-03T10:55:10Z,MIT License,https://github.com/microsoft/nni
labelme,wkentaro,14142,3478,2025-03-10T22:55:16Z,GNU General Public License v3.0,https://github.com/wkentaro/labelme
vanna,vanna-ai,14141,1238,2025-02-08T17:30:27Z,MIT License,https://github.com/vanna-ai/vanna
Cookbook,andkret,14107,2570,2025-03-05T11:41:54Z,Apache License 2.0,https://github.com/andkret/Cookbook
flair,flairNLP,14106,2113,2025-03-14T08:09:24Z,Other,https://github.com/flairNLP/flair
detr,facebookresearch,14101,2532,2024-03-12T15:58:25Z,Apache License 2.0,https://github.com/facebookresearch/detr
OpenCore-Legacy-Patcher,dortania,14038,1368,2025-03-02T23:19:18Z,Other,https://github.com/dortania/OpenCore-Legacy-Patcher
impacket,fortra,14012,3650,2025-03-13T12:26:21Z,Other,https://github.com/fortra/impacket
ivy,ivy-llc,13997,5674,2025-02-21T00:06:46Z,Other,https://github.com/ivy-llc/ivy
pyright,microsoft,13980,1598,2025-03-14T16:54:19Z,Other,https://github.com/microsoft/pyright
AutoEq,jaakkopasanen,13946,2486,2024-07-27T21:23:10Z,MIT License,https://github.com/jaakkopasanen/AutoEq
spiderfoot,smicallef,13922,2389,2024-12-15T13:13:03Z,MIT License,https://github.com/smicallef/spiderfoot
reinforcement-learning-an-introduction,ShangtongZhang,13910,4884,2024-08-09T01:09:15Z,MIT License,https://github.com/ShangtongZhang/reinforcement-learning-an-introduction
nltk,nltk,13901,2918,2025-03-12T11:38:54Z,Apache License 2.0,https://github.com/nltk/nltk
buzz,chidiwilliams,13883,1027,2025-03-12T17:18:55Z,MIT License,https://github.com/chidiwilliams/buzz
LaTeX-OCR,lukas-blecher,13859,1097,2025-01-18T15:23:58Z,MIT License,https://github.com/lukas-blecher/LaTeX-OCR
yapf,google,13857,898,2025-03-10T04:31:03Z,Apache License 2.0,https://github.com/google/yapf
httpx,encode,13806,882,2025-03-05T12:52:58Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/encode/httpx
requests-html,psf,13795,986,2024-04-16T18:50:38Z,MIT License,https://github.com/psf/requests-html
tiktoken,openai,13792,978,2025-03-09T07:26:46Z,MIT License,https://github.com/openai/tiktoken
memray,bloomberg,13764,401,2025-03-07T00:55:20Z,Apache License 2.0,https://github.com/bloomberg/memray
dgl,dmlc,13761,3044,2025-02-11T00:26:08Z,Apache License 2.0,https://github.com/dmlc/dgl
transferlearning,jindongwang,13759,3834,2025-02-18T22:06:58Z,MIT License,https://github.com/jindongwang/transferlearning
speedtest-cli,sivel,13709,1918,2024-07-20T16:58:27Z,Apache License 2.0,https://github.com/sivel/speedtest-cli
MHDDoS,MatrixTM,13686,3104,2025-02-19T07:50:38Z,MIT License,https://github.com/MatrixTM/MHDDoS
XSStrike,s0md3v,13683,1943,2025-02-24T19:41:34Z,GNU General Public License v3.0,https://github.com/s0md3v/XSStrike
activitywatch,ActivityWatch,13650,615,2025-02-11T09:25:09Z,Mozilla Public License 2.0,https://github.com/ActivityWatch/activitywatch
ChatGLM3,THUDM,13647,1598,2025-01-13T06:55:26Z,Apache License 2.0,https://github.com/THUDM/ChatGLM3
wifiphisher,wifiphisher,13640,2635,2025-02-04T21:04:05Z,GNU General Public License v3.0,https://github.com/wifiphisher/wifiphisher
PySimpleGUI,PySimpleGUI,13562,1830,2025-03-11T20:11:29Z,Other,https://github.com/PySimpleGUI/PySimpleGUI
gel,geldata,13504,406,2025-03-14T07:00:09Z,Apache License 2.0,https://github.com/geldata/gel
pre-commit,pre-commit,13502,853,2025-02-17T21:20:35Z,MIT License,https://github.com/pre-commit/pre-commit
fail2ban,fail2ban,13465,1293,2025-03-10T21:35:35Z,Other,https://github.com/fail2ban/fail2ban
explainshell,idank,13449,803,2024-04-08T16:05:20Z,GNU General Public License v3.0,https://github.com/idank/explainshell
scipy,scipy,13445,5275,2025-03-14T08:58:49Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/scipy/scipy
sympy,sympy,13397,4616,2025-03-14T13:12:10Z,Other,https://github.com/sympy/sympy
cvat,cvat-ai,13375,3159,2025-03-14T15:36:36Z,MIT License,https://github.com/cvat-ai/cvat
RWKV-LM,BlinkDL,13358,900,2025-02-27T09:17:01Z,Apache License 2.0,https://github.com/BlinkDL/RWKV-LM
NeMo,NVIDIA,13325,2731,2025-03-14T18:00:56Z,Apache License 2.0,https://github.com/NVIDIA/NeMo
alphafold,google-deepmind,13320,2348,2025-01-29T15:19:26Z,Apache License 2.0,https://github.com/google-deepmind/alphafold
beets,beetbox,13288,1857,2025-03-13T08:21:22Z,MIT License,https://github.com/beetbox/beets
tushare,waditu,13210,4318,2024-03-13T14:31:20Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/waditu/tushare
EIPs,ethereum,13204,5505,2025-03-14T15:19:31Z,Creative Commons Zero v1.0 Universal,https://github.com/ethereum/EIPs
PaddleDetection,PaddlePaddle,13181,2921,2025-03-12T06:33:40Z,Apache License 2.0,https://github.com/PaddlePaddle/PaddleDetection
moviepy,Zulko,13145,1702,2025-02-06T21:30:02Z,MIT License,https://github.com/Zulko/moviepy
ml-engineering,stas00,13144,799,2025-03-09T05:27:37Z,Creative Commons Attribution Share Alike 4.0 International,https://github.com/stas00/ml-engineering
openage,SFTtech,13114,1155,2025-03-13T02:05:42Z,Other,https://github.com/SFTtech/openage
abu,bbfamily,13085,3930,2025-03-11T05:57:03Z,GNU General Public License v3.0,https://github.com/bbfamily/abu
gallery-dl,mikf,13038,1042,2025-03-14T09:52:21Z,GNU General Public License v2.0,https://github.com/mikf/gallery-dl
dask,dask,13017,1750,2025-03-12T21:11:11Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/dask/dask
httpbin,postmanlabs,12979,1829,2024-05-24T07:51:48Z,ISC License,https://github.com/postmanlabs/httpbin
seaborn,mwaskom,12936,1968,2025-01-26T16:55:15Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/mwaskom/seaborn
redis-py,redis,12923,2570,2025-03-14T09:55:41Z,MIT License,https://github.com/redis/redis-py
apprise,caronc,12847,446,2025-03-12T20:27:39Z,"BSD 2-Clause ""Simplified"" License",https://github.com/caronc/apprise
pyodide,pyodide,12832,896,2025-03-14T12:43:38Z,Mozilla Public License 2.0,https://github.com/pyodide/pyodide
PaddleHub,PaddlePaddle,12818,2070,2024-08-07T03:17:23Z,Apache License 2.0,https://github.com/PaddlePaddle/PaddleHub
QAnything,netease-youdao,12802,1234,2025-03-12T11:49:07Z,GNU Affero General Public License v3.0,https://github.com/netease-youdao/QAnything
ktransformers,kvcache-ai,12790,856,2025-03-14T17:46:40Z,Apache License 2.0,https://github.com/kvcache-ai/ktransformers
ydata-profiling,ydataai,12789,1698,2025-03-13T16:07:23Z,MIT License,https://github.com/ydataai/ydata-profiling
Nuitka,Nuitka,12778,681,2025-03-13T10:11:50Z,Apache License 2.0,https://github.com/Nuitka/Nuitka
LightRAG,HKUDS,12771,1809,2025-03-14T09:34:40Z,MIT License,https://github.com/HKUDS/LightRAG
pelican,getpelican,12767,1822,2025-02-01T03:55:04Z,GNU Affero General Public License v3.0,https://github.com/getpelican/pelican
dagster,dagster-io,12715,1622,2025-03-14T18:08:17Z,Apache License 2.0,https://github.com/dagster-io/dagster
awesome-aws,donnemartin,12711,1713,2024-03-12T09:29:54Z,Other,https://github.com/donnemartin/awesome-aws
dirsearch,maurosoria,12655,2354,2025-02-20T08:03:55Z,N/A,https://github.com/maurosoria/dirsearch
pytube,pytube,12652,2544,2024-08-15T06:51:20Z,The Unlicense,https://github.com/pytube/pytube
skyvern,Skyvern-AI,12626,952,2025-03-14T17:15:43Z,GNU Affero General Public License v3.0,https://github.com/Skyvern-AI/skyvern
Pillow,python-pillow,12615,2261,2025-03-14T06:50:28Z,Other,https://github.com/python-pillow/Pillow
clip-as-service,jina-ai,12602,2075,2024-01-23T10:33:43Z,Other,https://github.com/jina-ai/clip-as-service
playwright-python,microsoft,12573,961,2025-03-13T21:02:12Z,Apache License 2.0,https://github.com/microsoft/playwright-python
flet,flet-dev,12566,499,2025-03-12T18:05:46Z,Apache License 2.0,https://github.com/flet-dev/flet
cookiecutter-django,cookiecutter,12562,2968,2025-03-14T17:15:03Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/cookiecutter/cookiecutter-django
pytest,pytest-dev,12533,2764,2025-03-13T14:22:58Z,MIT License,https://github.com/pytest-dev/pytest
scalene,plasma-umass,12524,406,2025-03-08T15:32:57Z,Apache License 2.0,https://github.com/plasma-umass/scalene
numpy-100,rougier,12519,5909,2025-02-19T20:35:30Z,MIT License,https://github.com/rougier/numpy-100
trl,huggingface,12499,1688,2025-03-14T13:06:48Z,Apache License 2.0,https://github.com/huggingface/trl
SadTalker,OpenTalker,12464,2323,2024-06-26T12:51:53Z,Other,https://github.com/OpenTalker/SadTalker
PaddleNLP,PaddlePaddle,12421,3005,2025-03-14T12:28:52Z,Apache License 2.0,https://github.com/PaddlePaddle/PaddleNLP
pwntools,Gallopsled,12400,1740,2025-03-03T21:20:36Z,Other,https://github.com/Gallopsled/pwntools
routersploit,threat9,12399,2333,2025-01-25T19:41:15Z,Other,https://github.com/threat9/routersploit
onyx,onyx-dot-app,12384,1576,2025-03-14T17:56:08Z,Other,https://github.com/onyx-dot-app/onyx
AnimatedDrawings,facebookresearch,12332,1058,2024-08-09T16:40:00Z,MIT License,https://github.com/facebookresearch/AnimatedDrawings
pgcli,dbcli,12324,556,2025-03-07T18:47:15Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/dbcli/pgcli
pyinstaller,pyinstaller,12212,1967,2025-03-12T20:04:41Z,Other,https://github.com/pyinstaller/pyinstaller
theHarvester,laramies,12194,2105,2025-03-13T23:03:35Z,N/A,https://github.com/laramies/theHarvester
developer-portfolios,emmabostian,12180,2416,2025-03-14T17:58:47Z,N/A,https://github.com/emmabostian/developer-portfolios
pyvideotrans,jianchang512,12141,1346,2025-03-11T09:10:28Z,GNU General Public License v3.0,https://github.com/jianchang512/pyvideotrans
tvm,apache,12096,3533,2025-03-14T12:15:19Z,Apache License 2.0,https://github.com/apache/tvm
CustomTkinter,TomSchimansky,12086,1111,2024-09-15T16:45:56Z,MIT License,https://github.com/TomSchimansky/CustomTkinter
sshuttle,sshuttle,12070,751,2025-03-11T21:56:59Z,GNU Lesser General Public License v2.1,https://github.com/sshuttle/sshuttle
owasp-mastg,OWASP,12047,2397,2025-03-14T17:21:15Z,Creative Commons Attribution Share Alike 4.0 International,https://github.com/OWASP/owasp-mastg
MOSS,OpenMOSS,12031,1144,2024-07-13T14:52:59Z,Apache License 2.0,https://github.com/OpenMOSS/MOSS
schedule,dbader,12009,972,2024-05-25T18:41:01Z,MIT License,https://github.com/dbader/schedule
pix2code,tonybeltramelli,12008,1443,2024-05-29T04:48:27Z,Apache License 2.0,https://github.com/tonybeltramelli/pix2code
