Name,Owner,Stars,Forks,Last Updated,License,URL
magic-wormhole,magic-wormhole,20947,671,2025-03-11T03:34:04Z,MIT License,https://github.com/magic-wormhole/magic-wormhole
ddia,Vonng,20932,4338,2025-02-21T02:05:51Z,Creative Commons Attribution 4.0 International,https://github.com/Vonng/ddia
unilm,microsoft,20889,2605,2025-03-04T00:17:39Z,MIT License,https://github.com/microsoft/unilm
matplotlib,matplotlib,20864,7793,2025-03-12T19:08:45Z,N/A,https://github.com/matplotlib/matplotlib
calibre,kovidgoyal,20797,2317,2025-03-12T02:24:51Z,GNU General Public License v3.0,https://github.com/kovidgoyal/calibre
flux,black-forest-labs,20755,1462,2025-02-06T21:48:49Z,Apache License 2.0,https://github.com/black-forest-labs/flux
MediaCrawler,NanmiCoder,20686,6047,2025-03-11T15:42:44Z,Other,https://github.com/NanmiCoder/MediaCrawler
OCRmyPDF,ocrmypdf,20612,1332,2025-02-27T00:39:38Z,Mozilla Public License 2.0,https://github.com/ocrmypdf/OCRmyPDF
agno,agno-agi,20610,2737,2025-03-12T19:43:09Z,Mozilla Public License 2.0,https://github.com/agno-agi/agno
IOPaint,Sanster,20609,2098,2024-11-23T14:58:01Z,Apache License 2.0,https://github.com/Sanster/IOPaint
localGPT,PromtEngineer,20370,2266,2025-03-02T02:42:51Z,Apache License 2.0,https://github.com/PromtEngineer/localGPT
mlc-llm,mlc-ai,20170,1684,2025-03-11T00:59:05Z,Apache License 2.0,https://github.com/mlc-ai/mlc-llm
mkdocs,mkdocs,20054,2469,2025-02-21T14:12:16Z,"BSD 2-Clause ""Simplified"" License",https://github.com/mkdocs/mkdocs
gpt-researcher,assafelovic,20038,2566,2025-03-10T19:53:00Z,Apache License 2.0,https://github.com/assafelovic/gpt-researcher
fish-speech,fishaudio,19934,1546,2025-03-03T18:44:04Z,Apache License 2.0,https://github.com/fishaudio/fish-speech
recommenders,recommenders-team,19904,3171,2025-03-10T14:53:08Z,MIT License,https://github.com/recommenders-team/recommenders
ultimatevocalremovergui,Anjok07,19789,1455,2024-12-09T06:06:28Z,MIT License,https://github.com/Anjok07/ultimatevocalremovergui
datasets,huggingface,19769,2788,2025-03-12T16:51:59Z,Apache License 2.0,https://github.com/huggingface/datasets
haystack,deepset-ai,19746,2090,2025-03-12T19:17:21Z,Apache License 2.0,https://github.com/deepset-ai/haystack
mlflow,mlflow,19745,4387,2025-03-12T12:23:19Z,Apache License 2.0,https://github.com/mlflow/mlflow
rasa,RasaHQ,19638,4719,2025-03-11T23:50:17Z,Apache License 2.0,https://github.com/RasaHQ/rasa
awesome-quant,wilsonfreitas,19551,2751,2025-03-12T01:30:01Z,N/A,https://github.com/wilsonfreitas/awesome-quant
awesome-free-chatgpt,LiLittleCat,19541,1358,2025-03-05T12:56:27Z,MIT License,https://github.com/LiLittleCat/awesome-free-chatgpt
awesome-llm-apps,Shubhamsaboo,19439,2253,2025-03-11T23:20:55Z,Apache License 2.0,https://github.com/Shubhamsaboo/awesome-llm-apps
magenta,magenta,19388,3772,2025-01-17T12:10:25Z,Apache License 2.0,https://github.com/magenta/magenta
learn_python3_spider,wistbean,19293,3814,2024-07-29T07:44:38Z,MIT License,https://github.com/wistbean/learn_python3_spider
swarm,openai,19193,2046,2025-03-11T17:27:22Z,MIT License,https://github.com/openai/swarm
spotify-downloader,spotDL,19127,1719,2025-02-28T02:38:19Z,MIT License,https://github.com/spotDL/spotify-downloader
nginx-proxy,nginx-proxy,19118,3047,2025-03-10T22:55:06Z,MIT License,https://github.com/nginx-proxy/nginx-proxy
mypy,python,19053,2890,2025-03-12T17:16:37Z,Other,https://github.com/python/mypy
devika,stitionai,19044,2504,2024-09-19T16:11:25Z,MIT License,https://github.com/stitionai/devika
prophet,facebook,18959,4575,2024-10-28T18:51:40Z,MIT License,https://github.com/facebook/prophet
MiniCPM-o,OpenBMB,18940,1362,2025-03-03T11:54:55Z,Apache License 2.0,https://github.com/OpenBMB/MiniCPM-o
wagtail,wagtail,18882,4032,2025-03-12T14:21:45Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/wagtail/wagtail
ha_xiaomi_home,XiaoMi,18837,941,2025-03-12T07:22:03Z,Other,https://github.com/XiaoMi/ha_xiaomi_home
mihomo,MetaCubeX,18834,2862,2025-03-12T05:39:30Z,MIT License,https://github.com/MetaCubeX/mihomo
Ciphey,bee-san,18814,1206,2025-03-05T03:09:03Z,MIT License,https://github.com/bee-san/Ciphey
ChatPaper,kaixindelele,18775,1950,2024-04-04T02:45:02Z,Other,https://github.com/kaixindelele/ChatPaper
litellm,BerriAI,18750,2324,2025-03-12T19:42:53Z,Other,https://github.com/BerriAI/litellm
Chinese-LLaMA-Alpaca,ymcui,18745,1891,2024-04-30T04:28:38Z,Apache License 2.0,https://github.com/ymcui/Chinese-LLaMA-Alpaca
onnx,onnx,18608,3720,2025-03-12T17:45:40Z,Apache License 2.0,https://github.com/onnx/onnx
python-spider,Jack-Cherish,18591,5984,2024-08-19T07:32:03Z,N/A,https://github.com/Jack-Cherish/python-spider
PDFMathTranslate,Byaidu,18587,1526,2025-03-12T10:59:38Z,GNU Affero General Public License v3.0,https://github.com/Byaidu/PDFMathTranslate
prefect,PrefectHQ,18580,1737,2025-03-12T19:14:24Z,Apache License 2.0,https://github.com/PrefectHQ/prefect
Scrapegraph-ai,ScrapeGraphAI,18579,1571,2025-03-12T15:41:28Z,MIT License,https://github.com/ScrapeGraphAI/Scrapegraph-ai
sanic,sanic-org,18276,1562,2025-03-05T13:36:15Z,MIT License,https://github.com/sanic-org/sanic
rembg,danielgatis,18270,1960,2025-03-10T19:23:46Z,MIT License,https://github.com/danielgatis/rembg
inter,rsms,18266,409,2024-11-19T03:16:13Z,SIL Open Font License 1.1,https://github.com/rsms/inter
pyscript,pyscript,18237,1461,2025-03-11T12:03:34Z,Apache License 2.0,https://github.com/pyscript/pyscript
zipline,quantopian,18225,4791,2024-02-13T08:02:51Z,Apache License 2.0,https://github.com/quantopian/zipline
DeOldify,jantic,18224,2607,2024-10-19T17:17:35Z,MIT License,https://github.com/jantic/DeOldify
luigi,spotify,18152,2414,2025-02-01T21:38:48Z,Apache License 2.0,https://github.com/spotify/luigi
deepface,serengil,18142,2509,2025-03-12T16:57:32Z,MIT License,https://github.com/serengil/deepface
faker,joke2k,18089,1968,2025-03-07T15:39:41Z,MIT License,https://github.com/joke2k/faker
kivy,kivy,18086,3092,2025-03-09T14:20:28Z,MIT License,https://github.com/kivy/kivy
WSL,microsoft,18013,867,2025-03-11T21:19:21Z,MIT License,https://github.com/microsoft/WSL
game-programmer,miloyip,17947,2063,2024-03-28T01:05:23Z,N/A,https://github.com/miloyip/game-programmer
taipy,Avaiga,17874,1879,2025-03-11T21:47:00Z,Apache License 2.0,https://github.com/Avaiga/taipy
pandas-ai,sinaptik-ai,17836,1670,2025-03-11T11:16:54Z,Other,https://github.com/sinaptik-ai/pandas-ai
peft,huggingface,17739,1776,2025-03-11T16:19:01Z,Apache License 2.0,https://github.com/huggingface/peft
airbyte,airbytehq,17478,4372,2025-03-12T18:57:48Z,Other,https://github.com/airbytehq/airbyte
sd-webui-controlnet,Mikubill,17436,1995,2024-08-12T13:06:00Z,GNU General Public License v3.0,https://github.com/Mikubill/sd-webui-controlnet
voice-changer,w-okada,17429,1910,2025-02-15T16:26:15Z,Other,https://github.com/w-okada/voice-changer
Qwen,QwenLM,17378,1442,2025-02-25T15:27:19Z,Apache License 2.0,https://github.com/QwenLM/Qwen
searxng,searxng,17333,1747,2025-03-11T10:07:38Z,GNU Affero General Public License v3.0,https://github.com/searxng/searxng
awesome-oss-alternatives,RunaCapital,17331,934,2024-12-26T13:42:38Z,MIT License,https://github.com/RunaCapital/awesome-oss-alternatives
DeepFaceLab,iperov,17250,266,2024-11-13T19:29:05Z,GNU General Public License v3.0,https://github.com/iperov/DeepFaceLab
ml-stable-diffusion,apple,17198,972,2025-01-23T16:28:43Z,MIT License,https://github.com/apple/ml-stable-diffusion
InstaPy,InstaPy,17123,3801,2025-03-03T17:10:09Z,GNU General Public License v3.0,https://github.com/InstaPy/InstaPy
netbox,netbox-community,17061,2662,2025-03-12T19:18:27Z,Apache License 2.0,https://github.com/netbox-community/netbox
qlib,microsoft,16915,2849,2025-03-12T06:11:54Z,MIT License,https://github.com/microsoft/qlib
plotly.py,plotly,16842,2612,2025-03-12T17:13:07Z,MIT License,https://github.com/plotly/plotly.py
PyTorch-GAN,eriklindernoren,16827,4105,2024-06-18T07:08:31Z,MIT License,https://github.com/eriklindernoren/PyTorch-GAN
learn-python,trekhleb,16729,2739,2024-08-06T12:42:59Z,MIT License,https://github.com/trekhleb/learn-python
CodeFormer,sczhou,16692,3478,2024-10-09T20:31:41Z,Other,https://github.com/sczhou/CodeFormer
Janus,deepseek-ai,16689,2193,2025-02-01T07:58:29Z,MIT License,https://github.com/deepseek-ai/Janus
surya,VikParuchuri,16683,1087,2025-03-12T19:35:38Z,GNU General Public License v3.0,https://github.com/VikParuchuri/surya
vision,pytorch,16644,7020,2025-03-12T17:18:33Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/pytorch/vision
typer,fastapi,16589,714,2025-03-10T17:28:27Z,MIT License,https://github.com/fastapi/typer
pyspider,binux,16550,3687,2024-04-30T19:43:29Z,Apache License 2.0,https://github.com/binux/pyspider
neural-networks-and-deep-learning,mnielsen,16488,6737,2024-06-02T11:18:37Z,N/A,https://github.com/mnielsen/neural-networks-and-deep-learning
autojump,wting,16454,710,2025-02-27T16:03:23Z,Other,https://github.com/wting/autojump
ai-hedge-fund,virattt,16452,2846,2025-03-10T10:46:39Z,MIT License,https://github.com/virattt/ai-hedge-fund
PySnooper,cool-RR,16442,951,2024-09-09T07:41:37Z,MIT License,https://github.com/cool-RR/PySnooper
ipython,ipython,16419,4448,2025-03-12T11:41:43Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/ipython/ipython
avatarify-python,alievk,16404,4227,2024-08-30T23:48:03Z,Other,https://github.com/alievk/avatarify-python
backtrader,mementum,16324,4224,2024-08-19T17:47:36Z,GNU General Public License v3.0,https://github.com/mementum/backtrader
GHunt,mxrch,16259,1372,2025-02-05T15:33:39Z,Other,https://github.com/mxrch/GHunt
flash-attention,Dao-AILab,16251,1542,2025-03-12T02:44:57Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/Dao-AILab/flash-attention
codellama,meta-llama,16238,1900,2024-08-12T12:49:54Z,Other,https://github.com/meta-llama/codellama
sentence-transformers,UKPLab,16197,2562,2025-03-10T11:40:27Z,Apache License 2.0,https://github.com/UKPLab/sentence-transformers
yfinance,ranaroussi,16189,2577,2025-03-12T18:29:02Z,Apache License 2.0,https://github.com/ranaroussi/yfinance
click,pallets,16135,1422,2025-02-28T19:30:57Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/pallets/click
baselines,openai,16107,4892,2024-08-01T21:31:33Z,MIT License,https://github.com/openai/baselines
gaussian-splatting,graphdeco-inria,16040,2181,2024-10-30T13:58:31Z,Other,https://github.com/graphdeco-inria/gaussian-splatting
SuperAGI,TransformerOptimus,16031,1930,2025-01-22T22:14:07Z,MIT License,https://github.com/TransformerOptimus/SuperAGI
github-trends,avgupta456,15974,109,2025-01-25T12:51:50Z,MIT License,https://github.com/avgupta456/github-trends
ranger,ranger,15970,900,2025-03-12T15:04:22Z,GNU General Public License v3.0,https://github.com/ranger/ranger
gensim,piskvorky,15892,4390,2025-02-14T14:36:48Z,GNU Lesser General Public License v2.1,https://github.com/piskvorky/gensim
aws-cli,aws,15891,4220,2025-03-11T20:33:06Z,Other,https://github.com/aws/aws-cli
minimind,jingyaogong,15771,1737,2025-02-23T12:07:37Z,Apache License 2.0,https://github.com/jingyaogong/minimind
ChatGLM2-6B,THUDM,15756,1854,2024-06-27T04:05:08Z,Other,https://github.com/THUDM/ChatGLM2-6B
evals,openai,15686,2674,2024-12-18T22:09:47Z,Other,https://github.com/openai/evals
RagaAI-Catalyst,raga-ai-hub,15666,3828,2025-03-11T10:37:32Z,Apache License 2.0,https://github.com/raga-ai-hub/RagaAI-Catalyst
networkx,networkx,15485,3305,2025-03-12T18:01:20Z,Other,https://github.com/networkx/networkx
aiohttp,aio-libs,15482,2067,2025-03-12T11:20:26Z,Other,https://github.com/aio-libs/aiohttp
codon,exaloop,15459,527,2025-03-05T20:46:51Z,Apache License 2.0,https://github.com/exaloop/codon
ChuanhuChatGPT,GaiZhenbiao,15388,2292,2025-03-09T16:59:48Z,GNU General Public License v3.0,https://github.com/GaiZhenbiao/ChuanhuChatGPT
sqlmodel,fastapi,15387,701,2025-03-10T17:28:25Z,MIT License,https://github.com/fastapi/sqlmodel
SMSBoom,OpenEthan,15359,3668,2024-03-20T03:30:32Z,Apache License 2.0,https://github.com/OpenEthan/SMSBoom
letta,letta-ai,15272,1598,2025-03-11T21:50:17Z,Apache License 2.0,https://github.com/letta-ai/letta
authentik,goauthentik,15224,1027,2025-03-12T19:14:04Z,Other,https://github.com/goauthentik/authentik
DB-GPT,eosphoros-ai,15212,2064,2025-03-12T04:43:51Z,MIT License,https://github.com/eosphoros-ai/DB-GPT
discord.py,Rapptz,15205,3811,2025-03-10T18:05:16Z,MIT License,https://github.com/Rapptz/discord.py
pyecharts,pyecharts,15157,2859,2025-03-10T02:44:04Z,MIT License,https://github.com/pyecharts/pyecharts
HivisionIDPhotos,Zeyi-Lin,15105,1597,2025-02-21T03:05:29Z,Apache License 2.0,https://github.com/Zeyi-Lin/HivisionIDPhotos
YYeTsBot,tgbot-collection,15072,1840,2025-03-10T08:44:28Z,MIT License,https://github.com/tgbot-collection/YYeTsBot
jupyter,jupyter,15044,4200,2025-02-22T02:19:38Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/jupyter/jupyter
fabric,fabric,15037,1943,2024-04-03T00:10:27Z,"BSD 2-Clause ""Simplified"" License",https://github.com/fabric/fabric
SWE-agent,SWE-agent,14923,1513,2025-03-12T19:15:42Z,MIT License,https://github.com/SWE-agent/SWE-agent
maigret,soxoj,14880,1004,2025-03-06T04:49:54Z,MIT License,https://github.com/soxoj/maigret
mackup,lra,14801,937,2025-01-16T19:02:32Z,GNU General Public License v3.0,https://github.com/lra/mackup
DeDRM_tools,apprenticeharper,14734,1541,2024-08-20T20:39:46Z,N/A,https://github.com/apprenticeharper/DeDRM_tools
faster-whisper,SYSTRAN,14714,1242,2025-01-01T14:45:17Z,MIT License,https://github.com/SYSTRAN/faster-whisper
fauxpilot,fauxpilot,14686,632,2024-04-09T08:42:23Z,MIT License,https://github.com/fauxpilot/fauxpilot
albumentations,albumentations-team,14679,1674,2025-03-12T15:33:18Z,MIT License,https://github.com/albumentations-team/albumentations
smolagents,huggingface,14566,1275,2025-03-12T10:28:41Z,Apache License 2.0,https://github.com/huggingface/smolagents
py12306,pjialin,14556,3585,2024-05-10T10:02:48Z,Apache License 2.0,https://github.com/pjialin/py12306
imgaug,aleju,14525,2456,2024-07-30T01:38:33Z,MIT License,https://github.com/aleju/imgaug
kirara-ai,lss233,14491,1638,2025-03-12T19:38:10Z,GNU Affero General Public License v3.0,https://github.com/lss233/kirara-ai
Llama-Chinese,LlamaFamily,14476,1293,2024-09-05T13:50:43Z,N/A,https://github.com/LlamaFamily/Llama-Chinese
powerline,powerline,14474,998,2024-09-30T00:48:39Z,Other,https://github.com/powerline/powerline
Swin-Transformer,microsoft,14441,2100,2024-07-24T17:09:57Z,MIT License,https://github.com/microsoft/Swin-Transformer
horovod,horovod,14416,2254,2025-02-01T10:46:59Z,Other,https://github.com/horovod/horovod
awx,ansible,14407,3482,2025-03-12T17:32:51Z,Other,https://github.com/ansible/awx
salt,saltstack,14401,5516,2025-03-12T04:47:08Z,Apache License 2.0,https://github.com/saltstack/salt
whisperX,m-bain,14395,1565,2025-03-05T17:52:14Z,"BSD 2-Clause ""Simplified"" License",https://github.com/m-bain/whisperX
pygwalker,Kanaries,14373,760,2025-03-05T08:46:47Z,Apache License 2.0,https://github.com/Kanaries/pygwalker
MaxKB,1Panel-dev,14362,1914,2025-03-12T09:26:39Z,GNU General Public License v3.0,https://github.com/1Panel-dev/MaxKB
mailinabox,mail-in-a-box,14325,1471,2025-02-17T21:50:15Z,Creative Commons Zero v1.0 Universal,https://github.com/mail-in-a-box/mailinabox
LivePortrait,KwaiVGI,14301,1537,2025-02-28T13:56:41Z,Other,https://github.com/KwaiVGI/LivePortrait
stylegan,NVlabs,14262,3189,2024-04-10T08:30:29Z,Other,https://github.com/NVlabs/stylegan
dvc,iterative,14247,1205,2025-03-07T02:21:16Z,Apache License 2.0,https://github.com/iterative/dvc
ChatterBot,gunthercox,14241,4463,2025-03-10T11:46:52Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/gunthercox/ChatterBot
mamba,state-spaces,14207,1237,2025-01-18T04:25:57Z,Apache License 2.0,https://github.com/state-spaces/mamba
nni,microsoft,14142,1821,2024-07-03T10:55:10Z,MIT License,https://github.com/microsoft/nni
iptv-api,Guovin,14139,3866,2025-03-12T10:27:47Z,MIT License,https://github.com/Guovin/iptv-api
labelme,wkentaro,14129,3479,2025-03-10T22:55:16Z,GNU General Public License v3.0,https://github.com/wkentaro/labelme
Cookbook,andkret,14102,2569,2025-03-05T11:41:54Z,Apache License 2.0,https://github.com/andkret/Cookbook
flair,flairNLP,14102,2112,2025-03-12T09:32:09Z,Other,https://github.com/flairNLP/flair
detr,facebookresearch,14085,2530,2024-03-12T15:58:25Z,Apache License 2.0,https://github.com/facebookresearch/detr
OpenCore-Legacy-Patcher,dortania,14021,1365,2025-03-02T23:19:18Z,Other,https://github.com/dortania/OpenCore-Legacy-Patcher
ivy,ivy-llc,13996,5674,2025-02-21T00:06:46Z,Other,https://github.com/ivy-llc/ivy
impacket,fortra,13996,3648,2025-03-11T12:09:21Z,Other,https://github.com/fortra/impacket
vanna,vanna-ai,13994,1216,2025-02-08T17:30:27Z,MIT License,https://github.com/vanna-ai/vanna
pyright,microsoft,13971,1592,2025-03-12T16:41:55Z,Other,https://github.com/microsoft/pyright
AutoEq,jaakkopasanen,13941,2487,2024-07-27T21:23:10Z,MIT License,https://github.com/jaakkopasanen/AutoEq
spiderfoot,smicallef,13908,2387,2024-12-15T13:13:03Z,MIT License,https://github.com/smicallef/spiderfoot
reinforcement-learning-an-introduction,ShangtongZhang,13903,4885,2024-08-09T01:09:15Z,MIT License,https://github.com/ShangtongZhang/reinforcement-learning-an-introduction
nltk,nltk,13897,2916,2025-03-12T11:38:54Z,Apache License 2.0,https://github.com/nltk/nltk
buzz,chidiwilliams,13870,1025,2025-03-12T17:18:55Z,MIT License,https://github.com/chidiwilliams/buzz
yapf,google,13858,896,2025-03-10T04:31:03Z,Apache License 2.0,https://github.com/google/yapf
LaTeX-OCR,lukas-blecher,13837,1097,2025-01-18T15:23:58Z,MIT License,https://github.com/lukas-blecher/LaTeX-OCR
httpx,encode,13801,880,2025-03-05T12:52:58Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/encode/httpx
requests-html,psf,13793,986,2024-04-16T18:50:38Z,MIT License,https://github.com/psf/requests-html
tiktoken,openai,13761,973,2025-03-09T07:26:46Z,MIT License,https://github.com/openai/tiktoken
memray,bloomberg,13756,400,2025-03-07T00:55:20Z,Apache License 2.0,https://github.com/bloomberg/memray
dgl,dmlc,13755,3042,2025-02-11T00:26:08Z,Apache License 2.0,https://github.com/dmlc/dgl
transferlearning,jindongwang,13753,3831,2025-02-18T22:06:58Z,MIT License,https://github.com/jindongwang/transferlearning
speedtest-cli,sivel,13709,1918,2024-07-20T16:58:27Z,Apache License 2.0,https://github.com/sivel/speedtest-cli
XSStrike,s0md3v,13676,1939,2025-02-24T19:41:34Z,GNU General Public License v3.0,https://github.com/s0md3v/XSStrike
MHDDoS,MatrixTM,13675,3103,2025-02-19T07:50:38Z,MIT License,https://github.com/MatrixTM/MHDDoS
ChatGLM3,THUDM,13650,1596,2025-01-13T06:55:26Z,Apache License 2.0,https://github.com/THUDM/ChatGLM3
wifiphisher,wifiphisher,13633,2634,2025-02-04T21:04:05Z,GNU General Public License v3.0,https://github.com/wifiphisher/wifiphisher
activitywatch,ActivityWatch,13618,615,2025-02-11T09:25:09Z,Mozilla Public License 2.0,https://github.com/ActivityWatch/activitywatch
PySimpleGUI,PySimpleGUI,13562,1830,2025-03-11T20:11:29Z,Other,https://github.com/PySimpleGUI/PySimpleGUI
gel,geldata,13502,406,2025-03-12T05:24:55Z,Apache License 2.0,https://github.com/geldata/gel
pre-commit,pre-commit,13485,850,2025-02-17T21:20:35Z,MIT License,https://github.com/pre-commit/pre-commit
fail2ban,fail2ban,13445,1293,2025-03-10T21:35:35Z,Other,https://github.com/fail2ban/fail2ban
explainshell,idank,13444,803,2024-04-08T16:05:20Z,GNU General Public License v3.0,https://github.com/idank/explainshell
scipy,scipy,13442,5272,2025-03-12T14:15:08Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/scipy/scipy
sympy,sympy,13395,4609,2025-03-12T13:09:26Z,Other,https://github.com/sympy/sympy
cvat,cvat-ai,13367,3155,2025-03-12T19:34:49Z,MIT License,https://github.com/cvat-ai/cvat
RWKV-LM,BlinkDL,13342,900,2025-02-27T09:17:01Z,Apache License 2.0,https://github.com/BlinkDL/RWKV-LM
alphafold,google-deepmind,13319,2347,2025-01-29T15:19:26Z,Apache License 2.0,https://github.com/google-deepmind/alphafold
NeMo,NVIDIA,13314,2728,2025-03-12T19:40:53Z,Apache License 2.0,https://github.com/NVIDIA/NeMo
beets,beetbox,13280,1857,2025-03-12T07:28:28Z,MIT License,https://github.com/beetbox/beets
EIPs,ethereum,13206,5501,2025-03-12T13:18:28Z,Creative Commons Zero v1.0 Universal,https://github.com/ethereum/EIPs
tushare,waditu,13204,4319,2024-03-13T14:31:20Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/waditu/tushare
PaddleDetection,PaddlePaddle,13172,2921,2025-03-12T06:33:40Z,Apache License 2.0,https://github.com/PaddlePaddle/PaddleDetection
moviepy,Zulko,13141,1701,2025-02-06T21:30:02Z,MIT License,https://github.com/Zulko/moviepy
ml-engineering,stas00,13131,799,2025-03-09T05:27:37Z,Creative Commons Attribution Share Alike 4.0 International,https://github.com/stas00/ml-engineering
abu,bbfamily,13058,3925,2025-03-11T05:57:03Z,GNU General Public License v3.0,https://github.com/bbfamily/abu
openage,SFTtech,13049,1149,2025-03-06T23:47:36Z,Other,https://github.com/SFTtech/openage
gallery-dl,mikf,13016,1038,2025-03-12T16:10:51Z,GNU General Public License v2.0,https://github.com/mikf/gallery-dl
dask,dask,13011,1750,2025-03-07T12:04:49Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/dask/dask
httpbin,postmanlabs,12975,1829,2024-05-24T07:51:48Z,ISC License,https://github.com/postmanlabs/httpbin
seaborn,mwaskom,12931,1968,2025-01-26T16:55:15Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/mwaskom/seaborn
redis-py,redis,12917,2568,2025-03-12T18:19:53Z,MIT License,https://github.com/redis/redis-py
apprise,caronc,12831,446,2025-03-10T01:06:39Z,"BSD 2-Clause ""Simplified"" License",https://github.com/caronc/apprise
pyodide,pyodide,12826,894,2025-03-06T09:59:24Z,Mozilla Public License 2.0,https://github.com/pyodide/pyodide
PaddleHub,PaddlePaddle,12819,2071,2024-08-07T03:17:23Z,Apache License 2.0,https://github.com/PaddlePaddle/PaddleHub
ydata-profiling,ydataai,12781,1696,2025-03-12T09:44:18Z,MIT License,https://github.com/ydataai/ydata-profiling
QAnything,netease-youdao,12781,1234,2025-03-12T11:49:07Z,GNU Affero General Public License v3.0,https://github.com/netease-youdao/QAnything
pelican,getpelican,12768,1822,2025-02-01T03:55:04Z,GNU Affero General Public License v3.0,https://github.com/getpelican/pelican
Nuitka,Nuitka,12764,682,2025-03-10T09:50:33Z,Apache License 2.0,https://github.com/Nuitka/Nuitka
awesome-aws,donnemartin,12710,1712,2024-03-12T09:29:54Z,Other,https://github.com/donnemartin/awesome-aws
LightRAG,HKUDS,12697,1800,2025-03-12T18:22:55Z,MIT License,https://github.com/HKUDS/LightRAG
dagster,dagster-io,12692,1622,2025-03-12T19:43:19Z,Apache License 2.0,https://github.com/dagster-io/dagster
ktransformers,kvcache-ai,12676,846,2025-03-11T13:08:08Z,Apache License 2.0,https://github.com/kvcache-ai/ktransformers
pytube,pytube,12648,2544,2024-08-15T06:51:20Z,The Unlicense,https://github.com/pytube/pytube
dirsearch,maurosoria,12646,2353,2025-02-20T08:03:55Z,N/A,https://github.com/maurosoria/dirsearch
Pillow,python-pillow,12612,2260,2025-03-11T22:59:25Z,Other,https://github.com/python-pillow/Pillow
clip-as-service,jina-ai,12601,2076,2024-01-23T10:33:43Z,Other,https://github.com/jina-ai/clip-as-service
skyvern,Skyvern-AI,12589,945,2025-03-12T09:11:34Z,GNU Affero General Public License v3.0,https://github.com/Skyvern-AI/skyvern
playwright-python,microsoft,12558,960,2025-03-10T17:48:14Z,Apache License 2.0,https://github.com/microsoft/playwright-python
cookiecutter-django,cookiecutter,12554,2968,2025-03-09T02:26:51Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/cookiecutter/cookiecutter-django
flet,flet-dev,12549,499,2025-03-12T18:05:46Z,Apache License 2.0,https://github.com/flet-dev/flet
pytest,pytest-dev,12524,2763,2025-03-11T08:14:36Z,MIT License,https://github.com/pytest-dev/pytest
scalene,plasma-umass,12522,406,2025-03-08T15:32:57Z,Apache License 2.0,https://github.com/plasma-umass/scalene
numpy-100,rougier,12520,5906,2025-02-19T20:35:30Z,MIT License,https://github.com/rougier/numpy-100
SadTalker,OpenTalker,12458,2322,2024-06-26T12:51:53Z,Other,https://github.com/OpenTalker/SadTalker
trl,huggingface,12443,1677,2025-03-12T18:44:27Z,Apache License 2.0,https://github.com/huggingface/trl
PaddleNLP,PaddlePaddle,12417,3002,2025-03-12T13:49:48Z,Apache License 2.0,https://github.com/PaddlePaddle/PaddleNLP
pwntools,Gallopsled,12398,1740,2025-03-03T21:20:36Z,Other,https://github.com/Gallopsled/pwntools
routersploit,threat9,12396,2332,2025-01-25T19:41:15Z,Other,https://github.com/threat9/routersploit
AnimatedDrawings,facebookresearch,12321,1057,2024-08-09T16:40:00Z,MIT License,https://github.com/facebookresearch/AnimatedDrawings
pgcli,dbcli,12320,556,2025-03-07T18:47:15Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/dbcli/pgcli
onyx,onyx-dot-app,12296,1565,2025-03-12T19:19:55Z,Other,https://github.com/onyx-dot-app/onyx
pyinstaller,pyinstaller,12213,1966,2025-03-09T15:27:32Z,Other,https://github.com/pyinstaller/pyinstaller
theHarvester,laramies,12183,2104,2025-03-11T22:56:12Z,N/A,https://github.com/laramies/theHarvester
pyvideotrans,jianchang512,12118,1345,2025-03-11T09:10:28Z,GNU General Public License v3.0,https://github.com/jianchang512/pyvideotrans
developer-portfolios,emmabostian,12114,2409,2025-03-12T09:48:24Z,N/A,https://github.com/emmabostian/developer-portfolios
tvm,apache,12093,3530,2025-03-12T15:57:35Z,Apache License 2.0,https://github.com/apache/tvm
CustomTkinter,TomSchimansky,12080,1111,2024-09-15T16:45:56Z,MIT License,https://github.com/TomSchimansky/CustomTkinter
sshuttle,sshuttle,12065,751,2025-03-11T21:56:59Z,GNU Lesser General Public License v2.1,https://github.com/sshuttle/sshuttle
owasp-mastg,OWASP,12041,2398,2025-03-12T09:20:50Z,Creative Commons Attribution Share Alike 4.0 International,https://github.com/OWASP/owasp-mastg
MOSS,OpenMOSS,12032,1145,2024-07-13T14:52:59Z,Apache License 2.0,https://github.com/OpenMOSS/MOSS
